DEBUG [2018-10-24 01:34:06] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 17352 9916 
 	 [PublicAPIView : upload]Training complete in 0.004986 real seconds 

DEBUG [2018-10-24 01:56:19] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 12252 10252 
 	 [PublicFileAPIView : upload]Training complete in 0.001991 real seconds 

DEBUG [2018-10-24 01:57:12] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 13456 18200 
 	 [PublicFileAPIView : upload]Training complete in 0.000000 real seconds 

DEBUG [2018-10-24 04:25:47] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 16380 
 	 [ServerAdmin : login]Training complete in 0.681177 real seconds 

DEBUG [2018-10-24 04:25:50] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 16308 
 	 [ServerAdmin : matchquery]Training complete in 0.385968 real seconds 

DEBUG [2018-10-24 04:25:50] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 1592 
 	 [ServerAdmin : matchquery]Training complete in 0.396939 real seconds 

DEBUG [2018-10-24 04:25:51] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 17204 
 	 [ServerAdmin : tgbzquery]Training complete in 0.464756 real seconds 

DEBUG [2018-10-24 04:25:54] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 9232 
 	 [ServerAdmin : matchadd]Training complete in 0.713093 real seconds 

DEBUG [2018-10-24 04:25:55] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 16920 
 	 [ServerAdmin : jsbzquery]Training complete in 0.472739 real seconds 

DEBUG [2018-10-24 04:25:57] C:\Users\Tc\Desktop\众瑞\zhongrui\server\libs\utils\log.py 52 debug 18712 5104 
 	 [ServerAdmin : matchadd]Training complete in 0.648269 real seconds 

